Realization	utility	week	infra.
4	0	1826	4
4	0	2087	7
9	0	2295	4
10	0	2035	4
10	0	2295	7
11	0	2243	4
14	0	2035	4
14	0	2295	7
15	0	1669	4
15	0	1930	7
15	0	2191	8
21	0	1513	4
21	0	1774	7
21	0	2035	8
29	0	1408	4
29	0	1669	7
29	0	1930	8
35	0	1826	4
35	0	2087	7
36	0	1878	4
36	0	2139	7
47	0	2139	4
48	0	1774	4
48	0	2139	7
51	0	2139	4
52	0	1617	4
52	0	1878	7
52	0	2139	8
56	0	1826	4
56	0	2087	7
65	0	1878	4
65	0	2139	7
66	0	1982	4
66	0	2243	7
71	0	1774	4
71	0	2087	7
74	0	2087	4
77	0	2087	4
87	0	2243	4
91	0	1461	4
91	0	1722	7
91	0	1982	8
93	0	1669	4
93	0	1982	7
93	0	2243	8
4	2	1826	4
9	2	2295	4
10	2	2035	4
11	2	2243	4
14	2	2035	4
15	2	1669	4
21	2	1513	4
29	2	1408	4
35	2	1826	4
36	2	1878	4
47	2	2139	4
48	2	1774	4
51	2	2139	4
52	2	1617	4
56	2	1826	4
65	2	1878	4
66	2	1982	4
71	2	1774	4
74	2	2087	4
77	2	2087	4
87	2	2243	4
91	2	1461	4
93	2	1669	4
