Realization	utility	week	infra.
0	0	1408	10
0	0	1722	8
1	0	1669	10
1	0	1982	8
2	0	1722	10
2	0	2035	8
4	0	1304	10
4	0	1617	8
7	0	1669	10
7	0	1982	8
9	0	1513	10
9	0	1826	8
9	0	2139	4
10	0	1408	10
10	0	1722	8
10	0	2087	4
11	0	1565	10
11	0	1878	8
11	0	2295	4
14	0	1513	10
14	0	1826	8
14	0	2191	4
15	0	1617	10
15	0	1930	8
15	0	2243	4
16	0	2087	10
21	0	1304	10
21	0	1617	8
21	0	2295	4
29	0	1200	10
29	0	1513	8
30	0	1930	10
30	0	2243	8
34	0	1565	10
34	0	1878	8
35	0	1565	10
35	0	1878	8
35	0	2191	4
36	0	1408	10
36	0	1722	8
41	0	2035	10
42	0	2243	10
43	0	2035	10
45	0	2087	10
46	0	1669	10
46	0	1982	8
47	0	1982	10
47	0	2295	8
48	0	1461	10
48	0	1774	8
50	0	1982	10
50	0	2295	8
51	0	1722	10
51	0	2035	8
52	0	1513	10
52	0	1826	8
52	0	2139	4
56	0	1617	10
56	0	1930	8
56	0	2243	4
61	0	1930	10
61	0	2243	8
63	0	1930	10
63	0	2243	8
65	0	1304	10
65	0	1617	8
66	0	1356	10
66	0	1669	8
67	0	1304	10
67	0	1617	8
71	0	1356	10
71	0	1669	8
72	0	2295	10
74	0	1722	10
74	0	2087	8
77	0	1408	10
77	0	1722	8
77	0	2139	4
82	0	1982	10
82	0	2295	8
87	0	1774	10
87	0	2087	8
89	0	1722	10
89	0	2035	8
91	0	1408	10
91	0	1722	8
91	0	2295	4
93	0	574	10
93	0	887	8
93	0	1148	9
93	0	1565	4
95	0	1356	10
95	0	1669	8
95	0	2035	4
0	1	1826	5
1	1	2295	5
2	1	1878	5
3	1	1982	5
4	1	1565	5
8	1	1982	5
9	1	2243	5
10	1	1878	5
11	1	2243	5
13	1	2087	5
14	1	1722	5
15	1	1408	5
16	1	2139	5
18	1	1669	5
20	1	1930	5
21	1	2035	5
29	1	1513	5
30	1	1565	5
34	1	2139	5
35	1	1356	5
36	1	1722	5
41	1	1774	5
42	1	2243	5
43	1	1774	5
45	1	2087	5
47	1	1878	5
48	1	1982	5
51	1	1722	5
52	1	1617	5
56	1	1408	5
58	1	2035	5
60	1	1617	5
61	1	1930	5
65	1	1878	5
66	1	2243	5
67	1	1930	5
71	1	2035	5
72	1	1722	5
74	1	1408	5
76	1	2243	5
77	1	1669	5
82	1	1774	5
84	1	1982	5
87	1	2035	5
89	1	2295	5
91	1	1878	5
93	1	1565	5
94	1	1774	5
95	1	1461	5
99	1	1774	5
9	2	2139	4
10	2	2087	4
11	2	2295	4
14	2	2191	4
15	2	2243	4
21	2	2295	4
35	2	2191	4
52	2	2139	4
56	2	2243	4
77	2	2139	4
91	2	2295	4
93	2	1565	4
95	2	2035	4
