Realization	utility	week	infra.
0	0	1669	8
1	0	1722	8
2	0	1722	8
4	0	1513	8
7	0	1669	8
9	0	1513	8
9	0	1774	10
9	0	2035	4
10	0	1408	8
10	0	2087	10
11	0	1669	8
11	0	2243	10
14	0	1565	8
15	0	1617	8
15	0	1878	10
15	0	2139	4
21	0	1513	8
29	0	1356	8
30	0	1982	8
34	0	1722	8
35	0	1826	8
35	0	2191	10
36	0	1408	8
41	0	2191	8
42	0	2243	8
43	0	2087	8
46	0	1669	8
47	0	2139	8
48	0	1617	8
50	0	1982	8
51	0	1722	8
52	0	1513	8
52	0	1774	10
52	0	2035	4
56	0	1669	8
56	0	1930	10
56	0	2191	4
61	0	1930	8
61	0	2191	10
63	0	1982	8
65	0	1408	8
66	0	1461	8
67	0	1565	8
71	0	1356	8
72	0	2295	8
74	0	1722	8
77	0	1461	8
82	0	2087	8
87	0	1774	8
89	0	2191	8
91	0	1408	8
93	0	574	8
93	0	991	10
93	0	1304	9
93	0	1565	4
95	0	1461	8
3	1	2243	11
15	1	1774	11
15	1	2087	5
29	1	2139	11
35	1	1930	11
35	1	2243	5
41	1	2139	11
51	1	2139	11
56	1	2295	11
93	1	2295	11
95	1	2295	11
9	2	2035	4
15	2	2139	4
52	2	2035	4
56	2	2191	4
93	2	1565	4
