Realization	utility	week	infra.
15	0	1930	4
29	0	2035	4
30	0	1982	4
35	0	2035	4
41	0	2295	4
51	0	2243	4
56	0	1982	4
74	0	2243	4
82	0	2191	4
93	0	1982	4
95	0	2243	4
0	1	1878	5
2	1	1930	5
3	1	2087	5
4	1	1930	5
8	1	2295	5
9	1	2295	5
10	1	2035	5
11	1	2295	5
13	1	2191	5
14	1	1826	5
15	1	1513	5
16	1	2295	5
18	1	1826	5
20	1	2191	5
21	1	2139	5
29	1	1669	5
30	1	1617	5
35	1	1513	5
36	1	1878	5
41	1	1878	5
42	1	2295	5
43	1	2035	5
45	1	2191	5
47	1	2139	5
48	1	2087	5
51	1	1774	5
52	1	1826	5
56	1	1669	5
58	1	2139	5
60	1	1669	5
61	1	2139	5
67	1	2087	5
71	1	2139	5
72	1	1774	5
74	1	1669	5
76	1	2295	5
77	1	1722	5
82	1	1826	5
84	1	2035	5
87	1	2295	5
91	1	2139	5
93	1	1669	5
94	1	1982	5
95	1	1722	5
99	1	2035	5
15	2	1930	4
29	2	2035	4
30	2	1982	4
35	2	2035	4
41	2	2295	4
51	2	2243	4
56	2	1982	4
74	2	2243	4
82	2	2191	4
93	2	1982	4
95	2	2243	4
