Realization	utility	week	infra.
4	0	1930	8
10	0	2087	8
11	0	2295	8
14	0	2087	8
15	0	1722	8
21	0	1565	8
29	0	1461	8
35	0	1878	8
35	0	2191	4
36	0	1930	8
47	0	2191	8
48	0	1826	8
51	0	2191	8
52	0	1669	8
56	0	1878	8
65	0	1930	8
66	0	2035	8
71	0	1982	8
74	0	2139	8
77	0	2139	8
87	0	2295	8
91	0	1513	8
93	0	1722	8
93	0	2139	4
0	1	2087	5
3	1	2035	5
15	1	1669	5
29	1	1982	5
30	1	2035	5
35	1	1722	5
41	1	2035	5
43	1	2139	5
51	1	1982	5
56	1	1826	5
72	1	2295	5
74	1	1982	5
82	1	2191	5
93	1	1826	5
95	1	2139	5
35	2	2191	4
93	2	2139	4
