Realization	utility	week	infra.
4	0	2139	9
10	0	2087	9
29	0	1565	9
29	0	1826	7
29	0	2087	4
35	0	1878	9
35	0	2139	7
52	0	1722	9
52	0	1982	7
52	0	2243	4
74	0	2087	9
93	0	2139	9
0	1	2087	11
3	1	2035	11
4	1	2191	11
15	1	1617	11
15	1	1930	5
18	1	2295	11
29	1	1878	11
29	1	2191	5
30	1	1826	11
30	1	2139	5
35	1	1617	11
35	1	1930	5
41	1	1878	11
41	1	2191	5
43	1	2139	11
51	1	1982	11
51	1	2295	5
52	1	2191	11
56	1	1826	11
56	1	2139	5
72	1	2087	11
74	1	1878	11
74	1	2191	5
77	1	2191	11
82	1	2035	11
84	1	2139	11
93	1	1826	11
93	1	2139	5
95	1	1982	11
95	1	2295	5
29	2	2087	4
52	2	2243	4
