Realization	utility	week	infra.
0	0	1669	10
0	0	1982	8
1	0	1669	10
1	0	1982	8
2	0	1722	10
2	0	2035	8
4	0	1461	10
4	0	1774	8
7	0	1669	10
7	0	1982	8
9	0	1513	10
9	0	1826	8
9	0	2087	4
10	0	1408	10
10	0	1722	8
10	0	2087	4
11	0	1669	10
11	0	1982	8
11	0	2243	4
14	0	1513	10
14	0	1826	8
15	0	1617	10
15	0	1930	8
15	0	2191	4
16	0	2295	10
21	0	1304	10
21	0	1617	8
21	0	2295	4
29	0	1304	10
29	0	1617	8
30	0	1982	10
30	0	2295	8
34	0	1722	10
34	0	2035	8
35	0	1565	10
35	0	1878	8
35	0	2191	4
36	0	1408	10
36	0	1722	8
41	0	2035	10
42	0	2243	10
43	0	2035	10
45	0	2295	10
46	0	1669	10
46	0	1982	8
47	0	1982	10
47	0	2295	8
48	0	1461	10
48	0	1774	8
50	0	1982	10
50	0	2295	8
51	0	1722	10
51	0	2035	8
52	0	1513	10
52	0	1826	8
52	0	2087	4
56	0	1669	10
56	0	1982	8
56	0	2243	4
61	0	1930	10
61	0	2243	8
63	0	1930	10
63	0	2243	8
65	0	1356	10
65	0	1669	8
66	0	1356	10
66	0	1669	8
67	0	1461	10
67	0	1774	8
71	0	1356	10
71	0	1669	8
72	0	2295	10
74	0	1722	10
74	0	2087	8
77	0	1461	10
77	0	1774	8
82	0	1982	10
82	0	2295	8
87	0	1774	10
87	0	2087	8
89	0	1826	10
89	0	2139	8
91	0	1408	10
91	0	1722	8
91	0	2243	4
93	0	574	10
93	0	887	8
93	0	1200	9
93	0	1513	4
95	0	1356	10
95	0	1669	8
3	1	2295	5
15	1	1826	5
29	1	2191	5
35	1	1982	5
41	1	2191	5
51	1	2191	5
9	2	2087	4
10	2	2087	4
11	2	2243	4
15	2	2191	4
21	2	2295	4
35	2	2191	4
52	2	2087	4
56	2	2243	4
91	2	2243	4
93	2	1513	4
