Realization	utility	week	infra.
4	0	2243	4
15	0	1930	4
29	0	1774	9
29	0	2139	7
30	0	2139	4
35	0	2139	4
41	0	2295	4
51	0	2295	4
56	0	2139	4
93	0	1982	4
95	0	2295	4
0	1	2035	5
2	1	2295	5
3	1	2035	5
4	1	2139	5
13	1	2295	5
14	1	2139	5
15	1	1565	5
18	1	2139	5
21	1	2295	5
29	1	1878	5
30	1	1774	5
35	1	1565	5
41	1	1878	5
43	1	2139	5
45	1	2243	5
51	1	1774	5
52	1	2191	5
56	1	1669	5
58	1	2295	5
60	1	1878	5
72	1	2087	5
74	1	1878	5
77	1	2139	5
82	1	1982	5
84	1	2139	5
87	1	2243	5
93	1	1722	5
94	1	2295	5
95	1	1722	5
3	2	2295	12
4	2	1930	12
4	2	2243	4
10	2	2295	12
14	2	2243	12
15	2	1617	12
15	2	1930	4
29	2	1826	12
29	2	2139	4
30	2	1826	12
30	2	2139	4
35	2	1826	12
35	2	2139	4
41	2	1982	12
41	2	2295	4
42	2	2295	12
43	2	2243	12
45	2	2191	12
51	2	1982	12
51	2	2295	4
52	2	2243	12
56	2	1826	12
56	2	2139	4
60	2	2139	12
61	2	2191	12
72	2	2243	12
74	2	2139	12
82	2	2035	12
93	2	1669	12
93	2	1982	4
94	2	2191	12
95	2	1982	12
95	2	2295	4
99	2	2243	12
