Realization	utility	week	infra.
0	0	1722	10
0	0	2035	8
1	0	1722	10
1	0	2035	8
2	0	1774	10
2	0	2087	8
4	0	1513	10
4	0	1826	8
7	0	1722	10
7	0	2035	8
9	0	1565	10
9	0	1878	8
9	0	2191	4
10	0	1461	10
10	0	1774	8
10	0	2139	4
11	0	1722	10
11	0	2035	8
14	0	1617	10
14	0	1930	8
15	0	1669	10
15	0	1982	8
15	0	2295	4
21	0	1565	10
21	0	1878	8
29	0	1356	10
29	0	1669	8
30	0	2035	10
34	0	1774	10
34	0	2087	8
35	0	1617	10
35	0	1930	8
35	0	2243	4
36	0	1461	10
36	0	1774	8
41	0	2243	10
42	0	2295	10
43	0	2087	10
46	0	1722	10
46	0	2035	8
47	0	2035	10
48	0	1513	10
48	0	1826	8
50	0	2035	10
51	0	1774	10
51	0	2087	8
52	0	1565	10
52	0	1878	8
52	0	2191	4
56	0	1722	10
56	0	2035	8
61	0	1982	10
61	0	2295	8
63	0	2035	10
65	0	1408	10
65	0	1722	8
66	0	1408	10
66	0	1722	8
67	0	1565	10
67	0	1878	8
71	0	1408	10
71	0	1722	8
74	0	1774	10
74	0	2087	8
77	0	1513	10
77	0	1826	8
82	0	2035	10
87	0	1826	10
87	0	2139	8
89	0	1878	10
89	0	2243	8
91	0	1461	10
91	0	1774	8
93	0	626	10
93	0	939	8
93	0	1200	9
93	0	1565	4
95	0	1513	10
95	0	1826	8
3	1	2243	11
15	1	1774	11
15	1	2087	5
29	1	2139	11
35	1	1930	11
35	1	2243	5
41	1	2139	11
51	1	2139	11
56	1	2295	11
93	1	2295	11
95	1	2295	11
9	2	2191	4
10	2	2139	4
15	2	2295	4
35	2	2243	4
52	2	2191	4
93	2	1565	4
