Realization	utility	week	infra.
0	0	1304	30
1	0	1304	30
3	0	1930	30
4	0	1565	30
5	0	1461	30
6	0	1878	30
7	0	1774	30
8	0	1461	30
10	0	1356	30
12	0	2191	30
13	0	1982	30
14	0	1304	30
15	0	1461	30
16	0	1513	30
17	0	1356	30
18	0	1408	30
20	0	1408	30
21	0	1304	30
22	0	1669	30
23	0	1408	30
24	0	1461	30
26	0	1461	30
27	0	1461	30
28	0	1513	30
29	0	1617	30
30	0	2035	30
32	0	1878	30
33	0	1408	30
34	0	1461	30
35	0	1461	30
36	0	1513	30
37	0	1617	30
38	0	1408	30
39	0	1722	30
40	0	1356	30
41	0	1461	30
42	0	1513	30
43	0	1513	30
45	0	1408	30
46	0	1982	30
47	0	1826	30
49	0	1565	30
53	0	1513	30
56	0	1930	30
57	0	1356	30
58	0	1617	30
59	0	1408	30
60	0	1982	30
61	0	2139	30
62	0	1565	30
63	0	1461	30
65	0	1461	30
66	0	2035	30
67	0	1513	30
68	0	2191	30
69	0	1669	30
70	0	1982	30
71	0	1878	30
74	0	1617	30
75	0	1461	30
76	0	2139	30
77	0	2295	30
78	0	2139	30
79	0	1565	30
80	0	1722	30
82	0	1461	30
83	0	1826	30
86	0	1878	30
87	0	1356	30
88	0	1461	30
89	0	1565	30
90	0	2087	30
91	0	2243	30
92	0	1356	30
93	0	2035	30
95	0	1669	30
96	0	1774	30
97	0	1982	30
99	0	1826	30
100	0	2035	30
101	0	1461	30
102	0	1408	30
103	0	1669	30
104	0	1617	30
106	0	1461	30
107	0	1408	30
108	0	1513	30
109	0	1982	30
110	0	1461	30
111	0	1722	30
112	0	1513	30
113	0	1356	30
114	0	1461	30
115	0	2191	30
116	0	2191	30
117	0	2139	30
118	0	1930	30
119	0	1930	30
120	0	1565	30
121	0	2139	30
122	0	1408	30
124	0	1408	30
125	0	1565	30
126	0	1356	30
127	0	1408	30
128	0	1356	30
129	0	1826	30
131	0	1408	30
132	0	1356	30
133	0	1774	30
134	0	1617	30
135	0	1461	30
136	0	1304	30
137	0	1461	30
138	0	1304	30
139	0	1461	30
141	0	1408	30
142	0	1617	30
143	0	1982	30
145	0	1878	30
146	0	1669	30
147	0	1408	30
148	0	2087	30
149	0	1356	30
150	0	1617	30
151	0	1617	30
152	0	1669	30
153	0	1461	30
154	0	1513	30
155	0	1356	30
156	0	1408	30
158	0	1617	30
159	0	1304	30
160	0	1461	30
162	0	1774	30
163	0	1930	30
164	0	1461	30
165	0	1565	30
167	0	1982	30
169	0	1408	30
170	0	1356	30
171	0	1669	30
172	0	1826	30
173	0	2035	30
174	0	1565	30
175	0	1408	30
176	0	1461	30
179	0	1617	30
181	0	1356	30
182	0	1513	30
183	0	1461	30
184	0	1930	30
185	0	1565	30
187	0	1513	30
188	0	2191	30
189	0	1513	30
190	0	1826	30
191	0	1408	30
192	0	1669	30
193	0	1408	30
194	0	1461	30
196	0	1304	30
198	0	1461	30
199	0	1408	30
200	0	1878	30
202	0	1774	30
203	0	1565	30
204	0	1565	30
205	0	2035	30
206	0	1304	30
207	0	1461	30
208	0	1565	30
210	0	1722	30
211	0	2295	30
212	0	1617	30
214	0	1617	30
215	0	1930	30
217	0	1878	30
218	0	1513	30
220	0	2191	30
221	0	1461	30
223	0	1617	30
224	0	1617	30
