Realization	utility	week	infra.
0	0	887	29
1	0	887	29
2	0	1408	29
3	0	1722	29
4	0	574	29
4	0	1826	30
5	0	574	29
6	0	417	29
7	0	1669	30
8	0	1461	29
8	0	1513	30
10	0	521	29
14	0	469	29
14	0	1043	30
15	0	469	29
16	0	574	29
17	0	574	29
18	0	417	29
20	0	1408	29
21	0	417	29
21	0	991	30
22	0	1826	29
23	0	521	29
24	0	469	29
24	0	1043	30
26	0	1565	29
27	0	469	29
28	0	1513	29
28	0	1565	30
29	0	2191	29
30	0	1826	29
31	0	1252	29
32	0	1669	30
33	0	1356	29
34	0	1513	29
35	0	574	29
36	0	1304	29
37	0	1304	29
38	0	1826	29
39	0	1252	29
40	0	574	29
40	0	1148	30
41	0	1461	29
42	0	1565	30
43	0	417	29
45	0	1356	29
46	0	469	29
47	0	1878	29
49	0	469	29
49	0	1930	30
51	0	2295	29
53	0	1252	30
55	0	1408	29
57	0	521	29
57	0	1095	30
58	0	1304	29
59	0	521	29
61	0	1252	29
62	0	574	29
62	0	2035	30
63	0	417	29
65	0	574	29
66	0	1826	29
67	0	1461	29
69	0	1513	29
71	0	1722	29
75	0	939	29
76	0	2035	29
79	0	1722	29
80	0	1252	29
81	0	1252	29
82	0	2139	29
83	0	1930	29
84	0	1252	29
86	0	2139	29
87	0	417	29
87	0	991	30
88	0	1408	29
89	0	1617	29
90	0	1982	29
91	0	1408	29
92	0	521	29
95	0	2191	29
96	0	1722	30
98	0	2295	29
99	0	2087	29
101	0	1461	29
102	0	1617	29
103	0	1982	29
104	0	417	29
106	0	1408	29
106	0	2035	30
107	0	574	29
107	0	2139	30
108	0	574	29
109	0	2191	29
110	0	574	29
111	0	1356	29
112	0	2191	29
113	0	521	29
114	0	2191	29
116	0	2087	30
117	0	2139	29
118	0	1774	30
119	0	1878	29
120	0	1878	29
122	0	991	29
122	0	1878	30
124	0	887	29
125	0	1252	29
126	0	469	29
126	0	1043	30
127	0	574	29
128	0	574	29
129	0	1982	29
130	0	417	29
131	0	1408	29
131	0	2035	30
132	0	574	29
133	0	1356	29
134	0	1878	29
135	0	521	29
136	0	469	29
136	0	1043	30
137	0	1461	29
138	0	574	29
138	0	1148	30
139	0	1043	29
139	0	1095	30
141	0	521	29
141	0	1095	30
142	0	2139	29
143	0	1878	29
143	0	1930	30
145	0	1722	29
145	0	1774	30
146	0	574	29
147	0	574	29
149	0	574	29
149	0	1148	30
150	0	469	29
151	0	417	29
152	0	469	29
152	0	2035	30
153	0	2191	30
154	0	574	29
154	0	1148	30
155	0	521	29
155	0	1095	30
156	0	574	29
156	0	2191	30
158	0	1252	29
159	0	574	29
159	0	1148	30
160	0	1461	29
162	0	1669	29
162	0	1722	30
164	0	469	29
165	0	1356	29
167	0	2191	29
169	0	887	29
170	0	574	29
170	0	1148	30
172	0	1669	29
173	0	2191	29
174	0	1669	29
175	0	1408	29
175	0	2295	30
176	0	521	29
179	0	574	29
181	0	521	29
182	0	417	29
183	0	574	29
185	0	1356	30
187	0	1513	29
189	0	1461	30
190	0	1878	29
191	0	1252	29
192	0	1356	29
193	0	1304	29
196	0	469	29
196	0	1043	30
198	0	1408	29
198	0	2191	30
199	0	521	29
199	0	2087	30
200	0	1774	29
202	0	1617	30
203	0	417	29
204	0	574	29
205	0	1982	29
206	0	521	29
206	0	1095	30
207	0	991	30
208	0	521	29
210	0	417	29
212	0	1722	29
212	0	1774	30
215	0	1826	29
217	0	1722	29
218	0	1461	29
221	0	417	29
223	0	574	29
224	0	1669	30
225	0	574	29
225	0	1148	30
226	0	469	29
227	0	2191	29
227	0	2243	30
228	0	521	29
228	0	1095	30
229	0	1461	29
230	0	469	29
231	0	469	29
232	0	574	29
232	0	1148	30
233	0	1826	29
233	0	1878	30
235	0	2295	29
240	0	521	29
240	0	1930	30
241	0	1617	29
242	0	1304	29
243	0	521	29
243	0	1095	30
244	0	417	29
244	0	991	30
245	0	1982	29
248	0	521	29
249	0	521	29
250	0	574	29
250	0	1148	30
251	0	1461	29
253	0	2139	29
255	0	2035	29
256	0	417	29
257	0	1774	29
258	0	887	29
259	0	521	29
260	0	1252	29
262	0	1617	29
262	0	1669	30
264	0	574	29
265	0	1252	29
266	0	521	29
267	0	521	29
268	0	1617	29
269	0	1200	30
270	0	1617	29
271	0	1408	29
271	0	1461	30
272	0	521	29
272	0	1095	30
274	0	1982	29
279	0	2035	29
280	0	417	29
283	0	1722	29
284	0	574	29
284	0	1148	30
285	0	1669	29
286	0	521	29
286	0	1930	30
287	0	1982	29
288	0	1252	29
291	0	1408	29
293	0	521	29
293	0	1095	30
294	0	574	29
295	0	2035	29
296	0	521	29
298	0	1774	30
299	0	574	29
301	0	521	29
302	0	1252	29
303	0	469	29
303	0	1043	30
304	0	521	29
306	0	521	29
306	0	1095	30
307	0	469	29
308	0	417	29
309	0	521	29
309	0	1095	30
310	0	1304	29
310	0	1930	30
312	0	2087	29
315	0	574	29
315	0	2191	30
317	0	1826	30
320	0	1826	29
321	0	887	29
322	0	521	29
324	0	1982	29
325	0	2035	29
326	0	574	29
327	0	1722	29
327	0	1774	30
328	0	2243	29
330	0	1408	30
331	0	887	29
332	0	1356	29
333	0	574	29
334	0	1982	29
335	0	574	29
336	0	1252	29
337	0	2191	29
339	0	1252	29
340	0	1774	29
341	0	1722	29
342	0	521	29
342	0	1095	30
343	0	574	29
343	0	1148	30
345	0	574	29
346	0	417	29
346	0	1878	30
347	0	1304	30
348	0	574	29
349	0	574	29
349	0	1148	30
352	0	1408	29
353	0	1252	29
354	0	469	29
354	0	1043	30
355	0	1356	29
356	0	1774	29
357	0	1304	29
358	0	1722	29
360	0	1513	29
361	0	1252	29
364	0	574	29
366	0	1513	29
367	0	521	29
368	0	574	29
368	0	1148	30
369	0	1304	29
369	0	1356	30
371	0	521	29
372	0	1669	29
374	0	2191	29
375	0	1826	30
376	0	574	29
377	0	1878	29
378	0	1774	29
379	0	1461	29
381	0	1878	30
382	0	1252	29
384	0	1252	29
385	0	1408	29
386	0	417	29
387	0	1200	30
389	0	574	29
390	0	521	29
390	0	1095	30
391	0	1252	29
392	0	2295	30
393	0	521	29
393	0	1095	30
394	0	1408	29
395	0	2191	29
396	0	574	29
396	0	1148	30
397	0	1774	29
398	0	574	29
399	0	521	29
400	0	1304	29
402	0	1356	29
404	0	1982	29
405	0	1930	30
406	0	574	29
407	0	1722	30
410	0	2139	29
411	0	417	29
411	0	1043	30
412	0	887	29
412	0	1774	30
413	0	574	29
413	0	1148	30
414	0	1356	29
414	0	2243	30
415	0	1200	30
417	0	574	29
418	0	521	29
418	0	1878	30
419	0	417	29
419	0	1878	30
420	0	1669	29
423	0	1669	30
424	0	521	29
424	0	1095	30
425	0	2087	29
426	0	1669	29
428	0	574	29
429	0	417	29
430	0	574	29
431	0	521	29
431	0	1095	30
432	0	1200	30
433	0	1408	29
434	0	991	29
434	0	1878	30
435	0	469	29
435	0	1043	30
436	0	574	29
436	0	1148	30
437	0	521	29
438	0	417	29
439	0	2295	29
440	0	1878	29
442	0	1722	29
445	0	574	29
446	0	2191	29
451	0	1461	29
451	0	2087	30
452	0	469	29
453	0	521	29
453	0	1095	30
455	0	1669	29
456	0	1878	29
