Realization	utility	week	infra.
0	0	678	29
0	0	991	30
1	0	678	29
2	0	521	29
3	0	1095	29
4	0	626	29
4	0	2139	30
5	0	574	29
6	0	469	29
7	0	834	30
8	0	626	29
9	0	1304	29
10	0	574	29
12	0	678	30
13	0	1408	29
14	0	521	29
15	0	521	29
16	0	626	29
17	0	626	29
18	0	469	29
19	0	1669	29
20	0	574	29
21	0	469	29
22	0	574	29
23	0	574	29
24	0	521	29
25	0	1304	29
26	0	574	29
27	0	521	29
28	0	521	29
29	0	574	29
30	0	1148	29
31	0	626	29
32	0	1043	29
33	0	574	29
34	0	521	29
35	0	626	29
36	0	626	29
37	0	626	29
38	0	626	29
39	0	626	29
40	0	626	29
40	0	2243	30
41	0	626	29
42	0	730	29
43	0	469	29
44	0	1304	29
45	0	678	29
46	0	521	29
47	0	834	30
48	0	521	29
49	0	521	29
50	0	1252	29
51	0	782	29
52	0	678	30
53	0	521	29
55	0	678	29
56	0	1043	29
57	0	521	29
58	0	521	29
59	0	574	29
60	0	782	30
61	0	678	29
62	0	626	29
63	0	521	29
64	0	1826	29
65	0	521	29
66	0	1356	29
67	0	678	29
68	0	1565	29
69	0	574	30
70	0	626	30
71	0	1356	29
72	0	1930	29
73	0	1617	29
74	0	626	29
75	0	678	29
76	0	1408	29
77	0	1408	29
78	0	1148	29
79	0	678	29
80	0	678	29
81	0	574	29
82	0	626	29
83	0	834	30
84	0	626	29
85	0	1461	29
86	0	834	30
87	0	469	29
88	0	678	29
89	0	678	29
90	0	1408	29
91	0	574	29
92	0	574	29
93	0	1304	29
94	0	1356	29
95	0	730	29
96	0	574	29
97	0	887	30
98	0	1408	29
99	0	730	29
100	0	1356	29
101	0	626	29
102	0	574	29
103	0	574	29
104	0	469	29
105	0	887	30
106	0	574	30
107	0	626	29
108	0	626	29
109	0	1304	29
110	0	626	29
111	0	626	29
112	0	574	29
113	0	521	29
114	0	626	29
115	0	1356	29
116	0	1200	29
117	0	1461	29
118	0	1304	29
119	0	1408	29
120	0	626	29
121	0	1356	29
122	0	678	29
123	0	1826	29
124	0	678	29
125	0	521	29
126	0	521	29
127	0	626	29
128	0	574	29
129	0	1304	29
130	0	469	29
131	0	626	29
132	0	626	29
133	0	574	29
134	0	782	30
135	0	574	29
136	0	521	29
136	0	1148	30
137	0	574	30
138	0	626	29
139	0	678	29
139	0	1930	30
140	0	1408	29
141	0	574	29
142	0	626	29
143	0	1356	29
144	0	1930	29
145	0	1356	29
146	0	626	29
147	0	626	29
148	0	1461	29
149	0	626	29
150	0	521	29
151	0	521	29
152	0	521	29
153	0	574	29
154	0	626	29
155	0	574	29
156	0	574	29
158	0	521	29
159	0	626	29
160	0	574	29
161	0	1461	29
162	0	939	30
163	0	939	30
164	0	521	29
165	0	521	29
166	0	1774	29
167	0	626	29
168	0	1826	29
169	0	678	29
170	0	626	29
171	0	626	29
172	0	834	29
173	0	1408	29
174	0	521	29
175	0	574	29
176	0	574	29
177	0	1669	29
178	0	1930	29
179	0	574	29
180	0	730	29
181	0	574	29
182	0	574	30
183	0	521	29
184	0	730	29
185	0	678	29
186	0	2243	29
187	0	626	30
188	0	887	30
189	0	626	29
190	0	834	29
191	0	678	29
192	0	678	29
193	0	574	29
194	0	574	29
196	0	521	29
196	0	1774	30
197	0	2243	29
198	0	626	29
199	0	574	29
200	0	887	30
201	0	1565	29
202	0	626	29
203	0	469	29
204	0	574	29
205	0	1408	29
206	0	574	29
206	0	1774	30
207	0	626	29
208	0	521	29
209	0	2191	29
210	0	521	29
211	0	1461	29
212	0	782	30
213	0	1513	29
214	0	782	30
215	0	1095	29
216	0	678	29
217	0	574	29
218	0	626	29
219	0	2139	29
220	0	1356	29
221	0	521	29
222	0	887	30
223	0	626	30
224	0	730	29
225	0	626	29
225	0	2191	30
226	0	521	29
227	0	678	29
228	0	521	29
229	0	626	30
230	0	521	29
231	0	521	29
232	0	626	29
233	0	1356	29
235	0	1461	29
236	0	730	30
237	0	574	29
239	0	887	30
240	0	574	29
241	0	574	29
242	0	626	29
243	0	521	29
244	0	469	29
245	0	887	30
246	0	2139	29
247	0	2087	29
248	0	574	29
249	0	574	29
250	0	574	29
251	0	521	29
252	0	887	30
253	0	574	29
254	0	1826	29
255	0	834	30
256	0	469	29
257	0	939	29
258	0	678	29
259	0	574	29
260	0	521	29
262	0	574	29
263	0	626	29
264	0	626	29
265	0	626	29
266	0	574	29
267	0	574	29
268	0	887	30
269	0	678	29
270	0	574	29
271	0	730	30
272	0	521	29
272	0	1982	30
273	0	1982	29
274	0	1408	29
275	0	1252	29
