Realization	utility	week	infra.
0	0	887	29
1	0	939	29
10	0	939	29
14	0	939	29
17	0	991	29
18	0	939	29
21	0	939	29
40	0	887	29
57	0	939	29
87	0	939	29
107	0	939	29
110	0	991	29
113	0	1043	29
122	0	991	29
126	0	939	29
128	0	939	29
132	0	939	29
135	0	939	29
136	0	939	29
138	0	887	29
139	0	991	29
139	0	2243	30
141	0	991	29
149	0	1043	29
155	0	939	29
159	0	939	29
164	0	991	29
170	0	991	29
196	0	991	29
199	0	939	29
206	0	887	29
206	0	2087	30
207	0	991	29
210	0	1043	29
225	0	939	29
226	0	1095	29
228	0	991	29
230	0	939	29
231	0	939	29
243	0	887	29
244	0	991	29
248	0	939	29
249	0	939	29
250	0	991	29
258	0	939	29
267	0	887	29
284	0	1043	29
286	0	939	29
293	0	939	29
301	0	1043	29
303	0	991	29
306	0	991	29
309	0	991	29
321	0	991	29
326	0	991	29
333	0	887	29
335	0	887	29
342	0	1095	29
343	0	834	29
348	0	1043	29
354	0	939	29
364	0	991	29
368	0	887	29
390	0	939	29
393	0	991	29
396	0	834	29
411	0	939	29
412	0	939	29
412	0	2295	30
413	0	834	29
415	0	939	29
424	0	1043	29
428	0	1043	29
431	0	626	29
432	0	1043	29
436	0	1043	29
445	0	887	29
453	0	991	29
461	0	887	29
466	0	939	29
468	0	991	29
469	0	834	29
487	0	939	29
489	0	939	29
497	0	1043	29
500	0	887	29
503	0	939	29
508	0	1148	29
515	0	887	29
521	0	1095	29
527	0	939	29
528	0	939	29
529	0	991	29
534	0	991	29
538	0	1043	29
539	0	939	29
550	0	1043	29
551	0	1043	29
554	0	887	29
555	0	1043	29
565	0	991	29
568	0	834	29
571	0	887	29
575	0	887	29
577	0	991	29
583	0	1095	29
585	0	939	29
587	0	939	29
598	0	834	29
599	0	834	29
622	0	939	29
632	0	887	29
666	0	939	29
667	0	991	29
695	0	887	29
706	0	939	29
714	0	1043	29
716	0	939	29
722	0	939	29
731	0	834	29
742	0	939	29
755	0	887	29
756	0	1043	29
758	0	939	29
765	0	887	29
776	0	834	29
793	0	939	29
794	0	991	29
807	0	939	29
810	0	1043	29
811	0	991	29
812	0	1043	29
815	0	1043	29
822	0	939	29
823	0	939	29
840	0	939	29
843	0	1095	29
848	0	939	29
864	0	991	29
866	0	991	29
873	0	991	29
877	0	939	29
880	0	991	29
896	0	939	29
901	0	991	29
931	0	834	29
942	0	887	29
947	0	1043	29
949	0	834	29
950	0	991	29
954	0	991	29
972	0	939	29
978	0	1043	29
983	0	991	29
995	0	887	29
0	1	887	29
1	1	939	29
3	1	2295	19
4	1	1252	19
6	1	1878	19
7	1	1461	19
8	1	1408	19
10	1	939	29
14	1	939	29
15	1	2191	19
16	1	1669	19
17	1	991	29
18	1	939	29
20	1	1774	19
21	1	939	29
23	1	1617	19
24	1	1461	19
27	1	1722	19
28	1	1461	19
30	1	1826	19
32	1	1513	19
34	1	1669	19
35	1	1930	19
40	1	887	29
41	1	1774	19
42	1	1565	19
43	1	1461	19
45	1	1513	19
49	1	1513	19
53	1	1252	19
57	1	939	29
58	1	1408	19
59	1	1461	19
62	1	1408	19
63	1	1513	19
65	1	1722	19
67	1	1461	19
75	1	1565	19
79	1	2243	19
84	1	2139	19
87	1	939	29
88	1	1408	19
89	1	1774	19
92	1	1826	19
96	1	1617	19
102	1	2139	19
104	1	1617	19
106	1	1408	19
107	1	939	29
110	1	991	29
113	1	1043	29
116	1	2191	19
118	1	1669	19
122	1	991	29
125	1	1356	19
126	1	939	29
127	1	1617	19
128	1	939	29
131	1	1513	19
132	1	939	29
135	1	939	29
136	1	939	29
137	1	1722	19
138	1	887	29
139	1	991	29
139	1	2243	30
141	1	991	29
143	1	2087	19
146	1	1617	19
147	1	1669	19
149	1	1043	29
150	1	1669	19
152	1	1304	19
154	1	1252	19
155	1	939	29
156	1	1252	19
158	1	1461	19
159	1	939	29
162	1	1617	19
164	1	991	29
165	1	1304	19
170	1	991	29
172	1	1774	19
174	1	1826	19
175	1	1669	19
179	1	1617	19
183	1	1617	19
185	1	1356	19
187	1	1722	19
189	1	1356	19
192	1	1304	19
193	1	1826	19
196	1	991	29
198	1	1617	19
199	1	939	29
200	1	1826	19
202	1	1565	19
204	1	1669	19
206	1	887	29
206	1	2087	30
207	1	991	29
208	1	1513	19
210	1	1043	29
212	1	1722	19
217	1	1774	19
218	1	1617	19
221	1	1669	19
224	1	1774	19
225	1	939	29
226	1	1095	29
227	1	2191	19
228	1	991	29
229	1	1408	19
230	1	939	29
231	1	939	29
232	1	1252	19
233	1	1774	19
240	1	1356	19
241	1	1774	19
242	1	1513	19
243	1	887	29
244	1	991	29
248	1	939	29
249	1	939	29
250	1	991	29
251	1	1930	19
256	1	1722	19
258	1	939	29
259	1	2087	19
260	1	2191	19
262	1	1565	19
266	1	1722	19
267	1	887	29
268	1	1669	19
269	1	1356	19
271	1	1513	19
272	1	1200	19
283	1	2035	19
284	1	1043	29
285	1	1774	19
286	1	939	29
293	1	939	29
295	1	2139	19
296	1	1669	19
298	1	1669	19
301	1	1043	29
302	1	1669	19
303	1	991	29
306	1	991	29
309	1	991	29
310	1	1356	19
315	1	1304	19
317	1	1826	19
320	1	1774	19
321	1	991	29
322	1	2191	19
326	1	991	29
327	1	1774	19
330	1	1408	19
332	1	1461	19
333	1	887	29
335	1	887	29
336	1	1826	19
340	1	1774	19
341	1	2295	19
342	1	1095	29
343	1	834	29
345	1	1408	19
346	1	1461	19
347	1	1617	19
348	1	1043	29
349	1	1200	19
352	1	1565	19
353	1	1565	19
354	1	939	29
356	1	2295	19
357	1	1774	19
358	1	1722	19
361	1	1461	19
364	1	991	29
366	1	1722	19
367	1	2243	19
368	1	887	29
369	1	1408	19
378	1	1774	19
379	1	1461	19
381	1	2087	19
382	1	2087	19
384	1	1722	19
387	1	1252	19
390	1	939	29
391	1	1617	19
392	1	2191	19
393	1	991	29
394	1	1774	19
396	1	834	29
397	1	1826	19
399	1	1617	19
400	1	1774	19
402	1	1513	19
404	1	2087	19
405	1	2087	19
406	1	1461	19
407	1	1722	19
411	1	939	29
412	1	939	29
412	1	2295	30
413	1	834	29
414	1	1617	19
415	1	939	29
417	1	2035	19
418	1	1304	19
419	1	1461	19
420	1	1774	19
423	1	1565	19
424	1	1043	29
425	1	2191	19
426	1	1669	19
428	1	1043	29
429	1	1565	19
431	1	626	29
432	1	1043	29
433	1	1826	19
434	1	1200	19
435	1	1252	19
436	1	1043	29
437	1	2191	19
438	1	1461	19
442	1	1826	19
445	1	887	29
451	1	1565	19
452	1	2087	19
453	1	991	29
455	1	1774	19
460	1	2087	19
461	1	887	29
462	1	1826	19
463	1	1304	19
464	1	1826	19
466	1	939	29
467	1	2035	19
468	1	991	29
469	1	834	29
473	1	1826	19
474	1	1200	19
481	1	1200	19
486	1	1774	19
487	1	939	29
489	1	939	29
490	1	1513	19
491	1	2087	19
492	1	1565	19
495	1	1565	19
496	1	1304	19
497	1	1043	29
500	1	887	29
502	1	1722	19
503	1	939	29
508	1	1148	29
512	1	1565	19
514	1	2295	19
515	1	887	29
518	1	1722	19
519	1	1513	19
521	1	1095	29
522	1	1408	19
523	1	1722	19
525	1	1304	19
527	1	939	29
528	1	939	29
529	1	991	29
530	1	1617	19
531	1	1669	19
534	1	991	29
537	1	1826	19
538	1	1043	29
539	1	939	29
541	1	2295	19
543	1	1617	19
544	1	1200	19
546	1	1774	19
547	1	1304	19
550	1	1043	29
551	1	1043	29
554	1	887	29
555	1	1043	29
556	1	1617	19
559	1	1513	19
562	1	1774	19
563	1	1617	19
565	1	991	29
568	1	834	29
569	1	1722	19
570	1	1826	19
571	1	887	29
575	1	887	29
576	1	1774	19
577	1	991	29
581	1	1774	19
582	1	1878	19
583	1	1095	29
584	1	2243	19
585	1	939	29
586	1	1461	19
587	1	939	29
588	1	1722	19
589	1	1461	19
594	1	2035	19
595	1	1252	19
596	1	1461	19
598	1	834	29
599	1	834	29
604	1	1669	19
606	1	1565	19
607	1	1513	19
608	1	1461	19
612	1	1826	19
620	1	2243	19
621	1	1617	19
622	1	939	29
624	1	1669	19
625	1	1669	19
626	1	1356	19
627	1	1722	19
628	1	1565	19
630	1	1774	19
631	1	1565	19
632	1	887	29
639	1	1304	19
645	1	1513	19
646	1	1200	19
649	1	1356	19
650	1	2139	19
652	1	1774	19
653	1	1461	19
655	1	2295	19
658	1	1408	19
661	1	1669	19
662	1	1408	19
664	1	1252	19
666	1	939	29
667	1	991	29
668	1	1826	19
669	1	1930	19
670	1	1722	19
674	1	1513	19
676	1	1200	19
677	1	1565	19
680	1	1774	19
684	1	1461	19
685	1	2295	19
691	1	1356	19
692	1	1356	19
693	1	1461	19
694	1	2191	19
695	1	887	29
697	1	1565	19
699	1	1774	19
701	1	1513	19
703	1	1513	19
705	1	2139	19
706	1	939	29
709	1	1408	19
710	1	1252	19
711	1	2035	19
714	1	1043	29
716	1	939	29
717	1	1617	19
718	1	1200	19
721	1	1878	19
722	1	939	29
725	1	1513	19
726	1	1565	19
730	1	1617	19
731	1	834	29
733	1	1252	19
734	1	1669	19
737	1	1565	19
738	1	1408	19
739	1	1826	19
741	1	1669	19
742	1	939	29
743	1	2035	19
744	1	1826	19
752	1	2035	19
753	1	1304	19
754	1	1513	19
755	1	887	29
756	1	1043	29
758	1	939	29
762	1	1513	19
765	1	887	29
767	1	1826	19
771	1	1669	19
774	1	1200	19
776	1	834	29
778	1	2243	19
781	1	1617	19
784	1	2295	19
788	1	1461	19
789	1	1722	19
793	1	939	29
794	1	991	29
801	1	2191	19
802	1	1722	19
803	1	1252	19
804	1	2295	19
807	1	939	29
810	1	1043	29
811	1	991	29
812	1	1043	29
815	1	1043	29
816	1	1774	19
818	1	2087	19
822	1	939	29
823	1	939	29
824	1	1617	19
825	1	1774	19
826	1	1565	19
828	1	1826	19
831	1	1356	19
832	1	1200	19
834	1	1356	19
838	1	1304	19
840	1	939	29
842	1	1878	19
843	1	1095	29
847	1	2035	19
848	1	939	29
850	1	1200	19
854	1	1565	19
858	1	1669	19
863	1	1200	19
864	1	991	29
866	1	991	29
869	1	1774	19
873	1	991	29
875	1	1774	19
877	1	939	29
880	1	991	29
882	1	1565	19
884	1	2139	19
885	1	1200	19
890	1	2191	19
895	1	2035	19
896	1	939	29
897	1	1461	19
898	1	1252	19
899	1	1252	19
901	1	991	29
902	1	1617	19
903	1	1408	19
908	1	1617	19
914	1	1565	19
916	1	1304	19
922	1	1982	19
924	1	1304	19
926	1	1461	19
927	1	1669	19
931	1	834	29
932	1	1722	19
933	1	1826	19
934	1	1722	19
935	1	1722	19
938	1	2243	19
940	1	1565	19
941	1	1200	19
942	1	887	29
944	1	1826	19
946	1	2191	19
947	1	1043	29
948	1	1565	19
949	1	834	29
950	1	991	29
953	1	1461	19
954	1	991	29
960	1	1461	19
961	1	1774	19
964	1	1252	19
966	1	2087	19
969	1	1826	19
971	1	1565	19
972	1	939	29
976	1	1513	19
978	1	1043	29
979	1	2295	19
981	1	1565	19
983	1	991	29
984	1	1565	19
985	1	1669	19
988	1	2191	19
989	1	2087	19
995	1	887	29
998	1	1304	19
0	2	261	26
1	2	261	26
2	2	261	26
3	2	261	26
4	2	261	26
5	2	261	26
6	2	261	26
7	2	261	26
8	2	261	26
9	2	261	26
10	2	261	26
11	2	261	26
12	2	261	26
13	2	261	26
14	2	261	26
15	2	261	26
16	2	261	26
17	2	261	26
18	2	261	26
19	2	261	26
20	2	261	26
21	2	261	26
22	2	261	26
23	2	261	26
24	2	261	26
25	2	261	26
26	2	261	26
27	2	261	26
28	2	261	26
29	2	261	26
30	2	261	26
31	2	261	26
32	2	261	26
33	2	261	26
34	2	261	26
35	2	261	26
36	2	261	26
37	2	261	26
38	2	261	26
39	2	261	26
40	2	261	26
41	2	261	26
42	2	261	26
43	2	261	26
44	2	261	26
45	2	261	26
46	2	261	26
47	2	261	26
48	2	261	26
49	2	261	26
50	2	261	26
51	2	261	26
52	2	261	26
53	2	261	26
54	2	261	26
55	2	261	26
56	2	261	26
57	2	261	26
58	2	261	26
59	2	261	26
60	2	261	26
61	2	261	26
62	2	261	26
63	2	261	26
64	2	261	26
65	2	261	26
66	2	261	26
67	2	261	26
68	2	261	26
69	2	261	26
70	2	261	26
71	2	261	26
72	2	261	26
73	2	261	26
74	2	261	26
75	2	261	26
76	2	261	26
77	2	261	26
78	2	261	26
79	2	261	26
80	2	261	26
81	2	261	26
82	2	261	26
83	2	261	26
84	2	261	26
85	2	261	26
86	2	261	26
87	2	261	26
88	2	261	26
89	2	261	26
90	2	261	26
91	2	261	26
92	2	261	26
93	2	261	26
94	2	261	26
95	2	261	26
96	2	261	26
97	2	261	26
98	2	261	26
99	2	261	26
100	2	261	26
101	2	261	26
102	2	261	26
103	2	261	26
104	2	261	26
105	2	261	26
106	2	261	26
107	2	261	26
108	2	261	26
109	2	261	26
110	2	261	26
111	2	261	26
112	2	261	26
113	2	261	26
114	2	261	26
115	2	261	26
116	2	261	26
117	2	261	26
118	2	261	26
119	2	261	26
120	2	261	26
121	2	261	26
122	2	261	26
123	2	261	26
124	2	261	26
125	2	261	26
126	2	261	26
127	2	261	26
128	2	261	26
129	2	261	26
130	2	261	26
131	2	261	26
132	2	261	26
133	2	261	26
134	2	261	26
135	2	261	26
136	2	261	26
137	2	261	26
138	2	261	26
139	2	261	26
140	2	261	26
141	2	261	26
142	2	261	26
143	2	261	26
144	2	261	26
145	2	261	26
146	2	261	26
147	2	261	26
148	2	261	26
149	2	261	26
150	2	261	26
151	2	261	26
152	2	261	26
153	2	261	26
154	2	261	26
155	2	261	26
156	2	261	26
157	2	261	26
158	2	261	26
159	2	261	26
160	2	261	26
161	2	261	26
162	2	261	26
163	2	261	26
164	2	261	26
165	2	261	26
166	2	261	26
167	2	261	26
168	2	261	26
169	2	261	26
170	2	261	26
171	2	261	26
172	2	261	26
173	2	261	26
174	2	261	26
175	2	261	26
176	2	261	26
177	2	261	26
178	2	261	26
179	2	261	26
180	2	261	26
181	2	261	26
182	2	261	26
183	2	261	26
184	2	261	26
185	2	261	26
186	2	261	26
187	2	261	26
188	2	261	26
189	2	261	26
190	2	261	26
191	2	261	26
192	2	261	26
193	2	261	26
194	2	261	26
195	2	261	26
196	2	261	26
197	2	261	26
198	2	261	26
199	2	261	26
200	2	261	26
201	2	261	26
202	2	261	26
203	2	261	26
204	2	261	26
205	2	261	26
206	2	261	26
207	2	261	26
208	2	261	26
209	2	261	26
210	2	261	26
211	2	261	26
212	2	261	26
213	2	261	26
214	2	261	26
215	2	261	26
216	2	261	26
217	2	261	26
218	2	261	26
219	2	261	26
220	2	261	26
221	2	261	26
222	2	261	26
223	2	261	26
224	2	261	26
225	2	261	26
226	2	261	26
227	2	261	26
228	2	261	26
229	2	261	26
230	2	261	26
231	2	261	26
232	2	261	26
233	2	261	26
234	2	261	26
235	2	261	26
236	2	261	26
237	2	261	26
238	2	261	26
239	2	261	26
240	2	261	26
241	2	261	26
242	2	261	26
243	2	261	26
244	2	261	26
245	2	261	26
246	2	261	26
247	2	261	26
248	2	261	26
249	2	261	26
250	2	261	26
251	2	261	26
252	2	261	26
253	2	261	26
254	2	261	26
255	2	261	26
256	2	261	26
257	2	261	26
258	2	261	26
259	2	261	26
260	2	261	26
261	2	261	26
262	2	261	26
263	2	261	26
264	2	261	26
265	2	261	26
266	2	261	26
267	2	261	26
268	2	261	26
